Datetime,Class,Distance (m),Drone Lat,Drone Lon,Drone Heading,Object Lat,Object Lon,Object Heading
2024/05/14-11:54:38,trash_1,7.28622470583987,37.4191527,-5.999049,315.21,37.419218254789406,-5.999053436757437,356.9101264056286
2024/05/14-11:54:39,trash_0,7.468463261693532,37.4191531,-5.9990498,317.79,37.4192201237761,-5.999042271235632,365.11961816881177
2024/05/14-11:54:39,trash_1,7.151875305558944,37.4191531,-5.9990498,317.79,37.419217497875366,-5.999052711071025,357.93512414745743
2024/05/14-11:54:39,trash_0,7.315436115419023,37.4191535,-5.9990506,320.21,37.41921891454023,-5.999040451470663,367.05387226980446
2024/05/14-11:54:39,trash_1,7.126428792625899,37.4191535,-5.9990506,320.21,37.41921770976555,-5.9990509690639415,359.7373373944558
2024/05/14-11:54:39,trash_2,inf,37.4191535,-5.9990506,320.21,,,
2024/05/14-11:54:39,trash_0,7.252149851312188,37.4191535,-5.9990506,320.21,37.41921841549923,-5.999041241628435,366.5591807116285
2024/05/14-11:54:39,trash_1,7.0984738193138375,37.4191535,-5.9990506,320.21,37.4192174528608,-5.999051670567047,359.23505739296854
2024/05/14-11:54:39,trash_2,inf,37.4191535,-5.9990506,320.21,,,
2024/05/14-11:54:39,trash_0,7.221004276334918,37.4191535,-5.9990506,320.21,37.4192181995604,-5.999041994770845,366.05536990301925
2024/05/14-11:54:39,trash_1,inf,37.4191535,-5.9990506,320.21,,,
2024/05/14-11:54:39,trash_2,7.024969015144746,37.4191535,-5.9990506,320.21,37.41921678061079,-5.999052365097736,358.7255370167467
2024/05/14-11:54:39,trash_0,7.206760729015914,37.4191535,-5.9990506,320.21,37.4192181852023,-5.999043476483568,365.0196923752789
2024/05/14-11:54:39,trash_1,7.029742299213426,37.4191535,-5.9990506,320.21,37.4192167875596,-5.999053808509537,357.6844763437152
2024/05/14-11:54:39,trash_0,7.0236694859837545,37.4191541,-5.9990514,322.84,37.419217008966555,-5.99904276824336,366.24543303996467
2024/05/14-11:54:39,trash_1,6.900191031631814,37.4191541,-5.9990514,322.84,37.41921625912705,-5.99905298594159,358.8342025221607
2024/05/14-11:54:39,trash_0,7.076313558954277,37.4191541,-5.9990514,322.84,37.419217545040446,-5.999043478003969,365.6873248737109
2024/05/14-11:54:39,trash_1,6.911575425506821,37.4191541,-5.9990514,322.84,37.41921634656814,-5.99905374126268,358.28167517235056
2024/05/14-11:54:39,trash_0,7.028819155963925,37.4191545,-5.999052,325.28,37.41921734577938,-5.999042190140422,367.0967338610249
2024/05/14-11:54:39,trash_1,6.897026489007186,37.4191545,-5.999052,325.28,37.41921664191909,-5.999052552782495,359.5934976134149
2024/05/14-11:54:39,trash_0,7.025152505519441,37.4191545,-5.999052,325.28,37.41921738985236,-5.999043003003037,366.50943896061966
2024/05/14-11:54:39,trash_1,6.899322760145416,37.4191545,-5.999052,325.28,37.41921665503809,-5.999053336107183,359.0177474201787
2024/05/14-11:54:40,trash_0,6.912506940397632,37.419155,-5.9990527,327.99,37.419216656216754,-5.99904164973964,368.1351241474574
2024/05/14-11:54:40,trash_1,6.795748760315277,37.419155,-5.9990527,327.99,37.419216228103096,-5.999051959437593,360.55271105880945
2024/05/14-11:54:40,trash_0,6.9245359036588106,37.419155,-5.9990527,327.99,37.41921685511389,-5.99904246610545,367.5173373944558
2024/05/14-11:54:40,trash_1,6.765177783757587,37.419155,-5.9990527,327.99,37.419215955481725,-5.999052762217035,359.95335584630254
2024/05/14-11:54:40,trash_0,6.879971333238029,37.419155,-5.9990527,327.99,37.419216621597286,-5.999044241328911,366.24803804498094
2024/05/14-11:54:40,trash_1,6.767303942576361,37.419155,-5.9990527,327.99,37.419215959700544,-5.999054393277779,358.73084368545926
2024/05/14-11:54:40,trash_0,6.829565358131539,37.4191555,-5.9990533,330.54,37.41921643461893,-5.999042543178089,368.0144763437152
2024/05/14-11:54:40,trash_1,6.704935733645594,37.4191555,-5.9990533,330.54,37.41921591040392,-5.999052638203002,360.500613747346
2024/05/14-11:54:40,trash_0,6.801895445692125,37.419156,-5.9990538,333.27,37.41921653365453,-5.999041794334272,368.9888966793935
2024/05/14-11:54:40,trash_1,6.678616072370082,37.419156,-5.9990538,333.27,37.41921615990145,-5.999052078677359,361.3073159444256
2024/05/14-11:54:40,trash_0,6.798111120454729,37.419156,-5.9990538,333.27,37.41921661186563,-5.999042724185622,368.29223591385147
2024/05/14-11:54:40,trash_1,6.62931949797257,37.419156,-5.9990538,333.27,37.41921572754595,-5.999052949973983,360.650338803309
2024/05/14-11:54:40,trash_0,6.783550838037831,37.419156,-5.9990538,333.27,37.41921656617635,-5.999043497565249,367.726216167944
2024/05/14-11:54:40,trash_1,6.622709452746409,37.419156,-5.9990538,333.27,37.41921567183402,-5.999053818979282,359.98546513024957
2024/05/14-11:54:40,trash_0,6.717019822663537,37.4191565,-5.9990543,335.85,37.41921622659891,-5.999042041367202,369.29693746261984
2024/05/14-11:54:40,trash_1,6.585884041018865,37.4191565,-5.9990543,335.85,37.41921581319253,-5.999052062568717,361.72332894938233
2024/05/14-11:54:40,trash_0,6.625156271918734,37.4191565,-5.9990543,335.85,37.419215505551236,-5.999042967005603,368.7094236058161
2024/05/14-11:54:40,trash_1,6.508452352854591,37.4191565,-5.9990543,335.85,37.419215132682325,-5.999052964410346,361.04084552755813
2024/05/14-11:54:41,trash_0,6.628621419525315,37.419157,-5.9990548,338.78,37.419215928937426,-5.999042613895882,369.365793056795
2024/05/14-11:54:41,trash_1,6.446689831377543,37.419157,-5.9990548,338.78,37.41921506538079,-5.999052865983174,361.52174404183535
2024/05/14-11:54:41,trash_0,6.560873992984495,37.419157,-5.9990548,338.78,37.41921542815322,-5.999043537086742,368.74061374734595
2024/05/14-11:54:41,trash_1,6.400180768781271,37.419157,-5.9990548,338.78,37.419214661118446,-5.999053784087752,360.80509165880613
2024/05/14-11:54:41,trash_0,6.481675282905317,37.419157,-5.9990548,338.78,37.419214927090074,-5.9990454899028505,367.30484842003784
2024/05/14-11:54:41,trash_1,6.371303613810575,37.419157,-5.9990548,338.78,37.41921440471922,-5.999055386146927,359.5333942642624
2024/05/14-11:54:41,trash_0,6.448935282430997,37.4191575,-5.9990551,341.51,37.41921482853738,-5.999043221624801,369.38381374453724
2024/05/14-11:54:41,trash_0,6.449161378986823,37.4191575,-5.9990551,341.51,37.41921505803995,-5.999045098986221,367.8900789289397
2024/05/14-11:54:41,trash_1,6.338798504257326,37.4191575,-5.9990551,341.51,37.41921461353562,-5.999055294279142,359.8445513898228
2024/05/14-11:54:41,trash_0,6.411719385182663,37.4191579,-5.9990555,344.65,37.41921473014332,-5.999042482551317,370.3534366727113
2024/05/14-11:54:41,trash_0,6.374820244715453,37.4191579,-5.9990555,344.65,37.41921455112194,-5.999043618173865,369.49669934931126
2024/05/14-11:54:41,trash_1,6.255722082743796,37.4191579,-5.9990555,344.65,37.41921424175946,-5.999053461591748,361.6528789317121
2024/05/14-11:54:41,trash_0,6.3789454999909605,37.4191579,-5.9990555,344.65,37.419214698492375,-5.999044472299417,368.8026411013689
2024/05/14-11:54:41,trash_1,6.239603394106107,37.4191579,-5.9990555,344.65,37.419214113299816,-5.999054413452087,360.88323481539703
2024/05/14-11:54:41,trash_0,6.307392686665689,37.4191584,-5.9990558,347.49,37.41921419777575,-5.999042276296301,370.9409601150467
2024/05/14-11:54:41,trash_1,6.216518254293494,37.4191584,-5.9990558,347.49,37.41921433787707,-5.999052188847623,362.94752337912195
2024/05/14-11:54:41,trash_0,6.366711768931072,37.4191584,-5.9990558,347.49,37.419215005586096,-5.999044133806925,369.33477929575946
2024/05/14-11:54:41,trash_1,6.16902176874286,37.4191584,-5.9990558,347.49,37.419213967932954,-5.999054123127341,361.37877303374495
2024/05/14-11:54:41,trash_0,6.339495805840265,37.4191588,-5.9990561,350.71,37.4192148522272,-5.999042317216643,371.0960242216653
